"variable","GEOID","NAME","estimate","moe","label","concept"
"B14001_001","39","Ohio",11365390,3491,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_001","27","Minnesota",5463698,2120,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_001","51","Virginia",8284783,2952,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_001","38","North Dakota",741495,932,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_001","26","Michigan",9732505,2321,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_001","13","Georgia",10257770,3784,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_001","15","Hawaii",1401202,1330,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_001","16","Idaho",1745586,1350,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_001","54","West Virginia",1744406,1078,"Estimate!!Total:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","13","Georgia",2764900,10814,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","01","Alabama",1193988,5562,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","02","Alaska",180211,2178,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","08","Colorado",1392696,5715,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","16","Idaho",470269,3199,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","05","Arkansas",723753,3765,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","06","California",10300687,17540,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","15","Hawaii",330798,2758,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","04","Arizona",1728359,6779,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","09","Connecticut",894700,4035,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","30","Montana",242642,2182,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","55","Wisconsin",1401877,4176,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","41","Oregon",947900,4394,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","12","Florida",4786330,13297,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","17","Illinois",3182797,8486,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","21","Kentucky",1048695,4949,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","11","District of Columbia",164084,2232,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","32","Nevada",701445,4211,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","72","Puerto Rico",755689,4101,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","10","Delaware",229295,2627,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","31","Nebraska",517268,2742,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","56","Wyoming",143871,1403,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","42","Pennsylvania",2950780,7249,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","47","Tennessee",1578546,7665,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","18","Indiana",1665485,6663,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","22","Louisiana",1148672,5842,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","29","Missouri",1463135,5730,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","33","New Hampshire",302247,2637,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","37","North Carolina",2515865,8261,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","45","South Carolina",1177446,5946,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","49","Utah",1015636,4818,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","20","Kansas",769286,4295,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","44","Rhode Island",262048,2630,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","48","Texas",7752643,18179,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","19","Iowa",795981,3376,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","23","Maine",281195,2148,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","27","Minnesota",1411198,5216,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","34","New Jersey",2276003,6916,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","38","North Dakota",192864,2147,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","46","South Dakota",217474,1917,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","50","Vermont",146957,1753,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","24","Maryland",1549818,7115,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","25","Massachusetts",1720058,5824,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","35","New Mexico",524541,4706,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","36","New York",4801219,11636,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","54","West Virginia",375418,2985,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","28","Mississippi",749066,4432,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","39","Ohio",2788611,6430,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","51","Virginia",2121897,7352,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","26","Michigan",2401920,7477,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","40","Oklahoma",996402,4037,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_002","53","Washington",1777853,6520,"Estimate!!Total:!!Enrolled in school:","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","11","District of Columbia",14406,893,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","01","Alabama",66899,2241,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","02","Alaska",10233,604,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","09","Connecticut",50965,1677,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","06","California",553942,5811,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","12","Florida",289615,5583,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","17","Illinois",207835,3183,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","10","Delaware",13220,972,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","25","Massachusetts",102274,2603,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","04","Arizona",79741,2092,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","23","Maine",15739,866,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","13","Georgia",169951,3932,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","18","Indiana",98380,2640,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","08","Colorado",85112,2662,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","26","Michigan",136575,2306,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","30","Montana",14551,838,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","21","Kentucky",61965,2487,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","41","Oregon",52918,1863,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","16","Idaho",23311,1075,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","05","Arkansas",46044,1683,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","24","Maryland",93543,2577,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","15","Hawaii",21553,1002,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","19","Iowa",51305,1482,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","72","Puerto Rico",35246,1455,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","27","Minnesota",93038,1919,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","31","Nebraska",34846,1226,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","22","Louisiana",75235,2182,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","42","Pennsylvania",176270,2903,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","47","Tennessee",84050,2679,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","55","Wisconsin",73002,1749,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","38","North Dakota",10713,749,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","29","Missouri",94411,2049,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","20","Kansas",50990,2008,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","37","North Carolina",137048,2938,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","28","Mississippi",46168,1853,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","32","Nevada",31716,1540,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","36","New York",296518,4386,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","44","Rhode Island",13318,857,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","48","Texas",435637,7474,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","56","Wyoming",8656,614,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","39","Ohio",166925,2980,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
