"variable","GEOID","NAME","estimate","moe","label","concept"
"B14001_003","33","New Hampshire",17867,925,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","34","New Jersey",158993,3649,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","45","South Carolina",60908,2072,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","46","South Dakota",15477,730,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","54","West Virginia",17528,1118,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","40","Oklahoma",62594,1567,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","51","Virginia",120102,2714,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","49","Utah",56918,1670,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","53","Washington",109714,2809,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","50","Vermont",9149,562,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_003","35","New Mexico",26908,1453,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","06","California",508661,6318,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","12","Florida",235150,4089,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","05","Arkansas",38336,1751,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","13","Georgia",137929,3630,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","21","Kentucky",52359,1393,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","08","Colorado",66460,1985,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","26","Michigan",121892,2246,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","20","Kansas",37434,1501,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","10","Delaware",10581,797,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","11","District of Columbia",8464,816,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","04","Arizona",83008,2262,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","09","Connecticut",39348,1878,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","27","Minnesota",73579,1758,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","15","Hawaii",17050,1053,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","22","Louisiana",58635,2081,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","39","Ohio",138536,2878,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","01","Alabama",61824,1932,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","34","New Jersey",116983,2873,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","25","Massachusetts",75256,2443,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","16","Idaho",24176,1213,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","33","New Hampshire",13303,856,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","24","Maryland",73210,2244,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","28","Mississippi",38118,1711,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","19","Iowa",42647,1390,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","23","Maine",12445,711,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","40","Oklahoma",56156,1537,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","02","Alaska",10176,782,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","35","New Mexico",25681,1230,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","72","Puerto Rico",27794,1607,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","17","Illinois",150935,3407,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","48","Texas",413772,5927,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","38","North Dakota",9567,661,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","29","Missouri",72153,2031,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","47","Tennessee",81621,2613,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","37","North Carolina",126996,3350,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","41","Oregon",44700,1642,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","32","Nevada",35173,1857,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","36","New York",229497,4528,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","30","Montana",13620,840,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","18","Indiana",84768,2464,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","49","Utah",51570,1727,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","54","West Virginia",18133,1024,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","50","Vermont",6323,480,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","55","Wisconsin",78624,1977,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","56","Wyoming",6697,610,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","42","Pennsylvania",139458,2966,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","44","Rhode Island",10933,879,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","31","Nebraska",27030,1095,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","46","South Dakota",12595,732,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","51","Virginia",100815,2643,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","53","Washington",93125,2616,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_004","45","South Carolina",65250,2244,"Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","09","Connecticut",158463,2800,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","16","Idaho",99204,2000,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","01","Alabama",242663,3678,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","08","Colorado",278984,2973,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","23","Maine",55385,1367,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","10","Delaware",44446,1566,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","11","District of Columbia",27260,1260,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","29","Missouri",301820,2986,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","17","Illinois",620355,4015,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","02","Alaska",40479,1137,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","15","Hawaii",66745,1434,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","04","Arizona",354029,4032,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","36","New York",899109,5831,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","24","Maryland",297430,3661,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","18","Indiana",343102,3660,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","22","Louisiana",242763,4027,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","12","Florida",925372,7900,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","30","Montana",51654,1449,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","06","California",1903488,9112,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","25","Massachusetts",294987,3856,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","42","Pennsylvania",581018,4675,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","05","Arkansas",156955,2582,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","37","North Carolina",496864,5058,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","28","Mississippi",156855,2905,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","19","Iowa",158728,2298,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","50","Vermont",24997,745,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","13","Georgia",554250,5562,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","31","Nebraska",104147,1984,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","35","New Mexico",106841,2407,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","26","Michigan",462487,4066,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","44","Rhode Island",46526,1645,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","21","Kentucky",218587,2960,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","38","North Dakota",40000,1068,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","72","Puerto Rico",131276,2396,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","20","Kansas",159213,2338,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","51","Virginia",410747,4366,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","41","Oregon",191560,2802,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","32","Nevada",151646,2186,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","39","Ohio",567020,4967,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","27","Minnesota",288542,3002,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","45","South Carolina",248874,3447,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","49","Utah",211065,2630,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","46","South Dakota",48342,1076,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","33","New Hampshire",55513,1489,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","34","New Jersey",442649,4018,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","53","Washington",371319,3752,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","54","West Virginia",78914,1696,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","40","Oklahoma",215816,2466,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","56","Wyoming",30723,1052,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","47","Tennessee",324142,3734,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","48","Texas",1635589,10915,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_005","55","Wisconsin",280321,2910,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","04","Arizona",379389,4206,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","11","District of Columbia",23790,1057,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","12","Florida",990723,7873,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","02","Alaska",38682,1223,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","19","Iowa",170077,2299,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","05","Arkansas",158023,2916,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","06","California",2046634,9592,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","25","Massachusetts",321075,3921,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","26","Michigan",494517,4192,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","13","Georgia",594718,7060,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"B14001_006","10","Delaware",47839,1625,"Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
