"variable","GEOID","NAME","estimate","moe","label","concept"
"B28010_004","51","Virginia",116465,2581,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","54","West Virginia",41284,1594,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","56","Wyoming",10530,734,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","35","New Mexico",34145,1530,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","16","Idaho",28155,1293,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","48","Texas",266198,5022,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","50","Vermont",18995,934,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","53","Washington",109716,2432,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","55","Wisconsin",118858,2467,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","72","Puerto Rico",38693,1330,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","36","New York",325867,4010,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","17","Illinois",179329,3594,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","19","Iowa",59203,1333,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","37","North Carolina",152423,3457,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","18","Indiana",107511,2386,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","20","Kansas",49087,1741,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_004","38","North Dakota",13883,825,"Estimate!!Total:!!Has one or more types of computing devices:!!Desktop or laptop!!Desktop or laptop alone","COMPUTERS IN HOUSEHOLD"
"B28010_005","01","Alabama",1638245,7013,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","04","Arizona",2432788,6388,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","09","Connecticut",1242476,4138,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","11","District of Columbia",285950,2030,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","05","Arkansas",998175,4273,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","10","Delaware",344310,1863,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","12","Florida",7386404,21558,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","02","Alaska",241042,1578,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","21","Kentucky",1508151,4848,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","23","Maine",487876,2789,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","27","Minnesota",1996646,5044,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","06","California",12196062,21029,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","33","New Hampshire",481764,2421,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","13","Georgia",3498814,10774,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","16","Idaho",590951,3121,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","22","Louisiana",1512073,6676,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","24","Maryland",2086560,4951,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","28","Mississippi",944172,4778,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","08","Colorado",2052893,4423,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","34","New Jersey",3057686,6907,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","15","Hawaii",431598,2377,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","17","Illinois",4388498,9020,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","19","Iowa",1110762,3769,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","25","Massachusetts",2419859,5180,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","29","Missouri",2135918,6500,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","31","Nebraska",677106,2744,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","35","New Mexico",681290,3378,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","37","North Carolina",3559931,10982,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","18","Indiana",2297388,7486,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","20","Kansas",1013116,4014,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","26","Michigan",3505487,8056,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","30","Montana",376569,2331,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","32","Nevada",1038421,3326,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","36","New York",6615358,14169,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","38","North Dakota",278027,2094,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","40","Oklahoma",1331754,3202,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","45","South Carolina",1739314,6518,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","47","Tennessee",2325420,7140,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","51","Virginia",2916238,7661,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","54","West Virginia",581639,3500,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","56","Wyoming",206062,1917,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","39","Ohio",4152381,9154,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","41","Oregon",1503426,4232,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","46","South Dakota",298733,1752,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","48","Texas",9351340,17642,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","53","Washington",2693740,5538,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","55","Wisconsin",2090100,5215,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","72","Puerto Rico",869537,4494,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","44","Rhode Island",373241,2536,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","42","Pennsylvania",4419687,8695,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","50","Vermont",223359,1567,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_005","49","Utah",973510,2616,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer","COMPUTERS IN HOUSEHOLD"
"B28010_006","38","North Dakota",43501,1496,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","04","Arizona",348816,4694,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","21","Kentucky",317126,4692,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","39","Ohio",738610,7123,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","01","Alabama",378945,4323,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","22","Louisiana",361245,5974,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","06","California",1569939,13306,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","02","Alaska",38512,1325,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","05","Arkansas",245557,4384,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","08","Colorado",222858,3957,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","40","Oklahoma",299742,3879,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","42","Pennsylvania",701026,6834,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","23","Maine",68126,1840,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","25","Massachusetts",299341,4325,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","27","Minnesota",260717,3425,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","29","Missouri",397498,5911,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","09","Connecticut",165814,2827,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","41","Oregon",186843,3410,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","44","Rhode Island",59204,1831,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","24","Maryland",244657,4351,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","26","Michigan",610258,6110,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","28","Mississippi",261085,4070,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","30","Montana",54193,1834,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","10","Delaware",56722,2036,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","15","Hawaii",59576,1862,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","45","South Carolina",345294,5439,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","47","Tennessee",468354,6051,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","49","Utah",90226,2580,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","51","Virginia",395363,5617,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","31","Nebraska",108623,2127,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","11","District of Columbia",36633,1781,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","16","Idaho",79115,2246,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","46","South Dakota",49134,1559,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","48","Texas",1720262,16844,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","50","Vermont",26045,1037,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","53","Washington",303232,4561,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","32","Nevada",162125,3114,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","12","Florida",1111245,11103,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","17","Illinois",683495,6951,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","19","Iowa",188185,2816,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","13","Georgia",565771,8048,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","18","Indiana",432874,5464,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","54","West Virginia",132901,3050,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","33","New Hampshire",52439,2037,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","56","Wyoming",30792,1411,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","55","Wisconsin",316544,4402,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","20","Kansas",169288,3189,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","36","New York",992023,9504,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","35","New Mexico",134317,2908,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","34","New Jersey",385908,6108,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","72","Puerto Rico",367847,4102,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_006","37","North Carolina",596872,6788,"Estimate!!Total:!!Has one or more types of computing devices:!!Smartphone, tablet or other portable wireless computer or other computer!!Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop","COMPUTERS IN HOUSEHOLD"
"B28010_007","01","Alabama",196161,3414,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","05","Arkansas",117949,2214,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","04","Arizona",150356,3082,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","02","Alaska",11688,661,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","21","Kentucky",171865,2636,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","23","Maine",45232,1550,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","27","Minnesota",137708,2396,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","06","California",630808,7044,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","24","Maryland",124480,2605,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","28","Mississippi",128781,2577,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","08","Colorado",96787,2086,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","22","Louisiana",182706,3308,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","12","Florida",463635,6717,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","15","Hawaii",30426,1298,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","45","South Carolina",164941,3450,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","25","Massachusetts",176426,3072,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","29","Missouri",193289,3296,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","09","Connecticut",94560,2372,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","11","District of Columbia",17367,1361,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","13","Georgia",265822,4342,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","16","Idaho",37995,1428,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","46","South Dakota",29434,927,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","26","Michigan",301427,3141,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","30","Montana",35947,1051,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
"B28010_007","10","Delaware",21910,1244,"Estimate!!Total:!!No Computer","COMPUTERS IN HOUSEHOLD"
